[26/06/2012 18:59:37] /clean
[26/06/2012 18:59:43] /i baiak helmet
[26/06/2012 18:59:45] /i baiak armor
[26/06/2012 18:59:47] /i baiak legs
[26/06/2012 18:59:50] /i baiak boots
[26/06/2012 18:59:57] /i boots of baiak
[26/06/2012 19:00:05] /i baiak shield
[26/06/2012 19:00:08] /i baiak sword
[26/06/2012 19:00:17] /i golden backpack
[26/06/2012 19:00:23] /i golden amulet
[26/06/2012 19:00:27] /i golden ring
[26/06/2012 19:00:32] /i ring
[14/11/2012 15:12:22] /addskill GOD Murilo ,sword,20
[14/11/2012 15:12:23] /addskill GOD Murilo ,sword,20
[14/11/2012 15:12:30] /addskill GOD Murilo ,sword,2
[14/11/2012 15:12:30] /addskill GOD Murilo ,sword,2
[14/11/2012 15:12:31] /addskill GOD Murilo ,sword,2
[14/11/2012 15:12:32] /addskill GOD Murilo ,sword,2
[14/11/2012 15:12:32] /addskill GOD Murilo ,sword,2
[14/11/2012 15:12:34] /addskill GOD Murilo ,sword,2
[14/11/2012 15:12:36] /addskill GOD Murilo ,sword,2
[14/11/2012 15:12:37] /addskill GOD Murilo ,sword,2
[14/11/2012 15:12:38] /addskill GOD Murilo ,sword,2
[14/11/2012 15:12:39] /addskill GOD Murilo ,sword,2
[14/11/2012 15:12:40] /addskill GOD Murilo ,sword,2
[14/11/2012 15:12:41] /addskill GOD Murilo ,sword,2
[14/11/2012 15:12:45] /addskill GOD Murilo ,sword,10
[14/11/2012 15:12:46] /addskill GOD Murilo ,sword,10
[14/11/2012 15:12:49] /addskill GOD Murilo ,sword,3
[14/11/2012 15:12:49] /addskill GOD Murilo ,sword,3
[14/11/2012 15:12:50] /addskill GOD Murilo ,sword,3
[14/11/2012 15:12:51] /addskill GOD Murilo ,sword,3
[14/11/2012 15:12:52] /addskill GOD Murilo ,sword,3
[14/11/2012 15:12:54] /addskill GOD Murilo ,sword,2
[14/11/2012 15:12:55] /addskill GOD Murilo ,sword,2
[14/11/2012 15:12:56] /addskill GOD Murilo ,sword,1
[14/11/2012 15:12:57] /addskill GOD Murilo ,sword,1
[14/11/2012 15:12:59] /addskill GOD Murilo ,sword
[14/11/2012 15:13:00] /addskill GOD Murilo ,sword
[14/11/2012 15:13:00] /addskill GOD Murilo ,sword
[14/11/2012 15:13:01] /addskill GOD Murilo ,sword
[14/11/2012 15:14:47] /i York Sword
[14/11/2012 15:14:52] /i York rod
[14/11/2012 15:15:06] /i York staff
[14/11/2012 15:15:09] /i York wand
[14/11/2012 15:17:19] /t
[14/11/2012 15:20:13] /i staff all vocation
[14/11/2012 15:22:19] /m bugzin
[14/11/2012 15:22:20] /m bugzin
[14/11/2012 15:22:21] /m bugzin
[14/11/2012 15:22:30] /m bugzin
[14/11/2012 15:22:35] /m magebomb
[14/11/2012 15:22:35] /m magebomb
[14/11/2012 15:22:36] /m magebomb
[14/11/2012 15:22:37] /m magebomb
[14/11/2012 15:22:57] /m bugzin
[14/11/2012 15:23:22] /i Exp Bug5487
[14/11/2012 15:23:26] /i exp bug
[14/11/2012 15:23:28] /m Exp Bug5487
[14/11/2012 15:23:34] /m Exp Bug5487
[14/11/2012 15:23:42] /r
[14/11/2012 15:23:44] /r
[14/11/2012 15:23:46] /r
[14/11/2012 15:23:49] /r
[14/11/2012 15:23:51] /m Exp Bug5487
[14/11/2012 15:23:51] /m Exp Bug5487
[14/11/2012 15:23:52] /m Exp Bug5487
[14/11/2012 15:23:53] /m Exp Bug5487
[14/11/2012 15:32:13] /i 2160
[14/11/2012 15:35:57] /addskill Administrador ,level,200
[14/11/2012 15:38:02] /c Administrador
[14/11/2012 15:38:40] /t
[14/11/2012 15:39:01] /a 3
[14/11/2012 15:39:12] /a 3
[14/11/2012 15:40:22] /t
[14/11/2012 15:42:15] /reload globalevents
